ligand_canonical_id,canonical_smiles,e3_uniprot,neo_uniprot,neo_gene_symbol,moa_type,endpoint_tier,endpoint_category,source_dataset,has_pdb_structure,mutation,is_family_level,label_positive,regime
NHSPFLGVHFXRJZ-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCCOc5ccc(CN6CCC(c7ccc8c(c7)CN(C7CCC(=O)NC7=O)C8=O)CC6)cc5)CC4)cn3)nc2n(C2CCCC2)c1=O,,Q00534,CDK6,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
NHSPFLGVHFXRJZ-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCCOc5ccc(CN6CCC(c7ccc8c(c7)CN(C7CCC(=O)NC7=O)C8=O)CC6)cc5)CC4)cn3)nc2n(C2CCCC2)c1=O,,P11802,CDK4,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
XPSUQTPVKZGAOE-JGHIERLTSA-N,CC(=O)OC[C@]12CC=C3[C@H](C[C@H]4O[C@]45C=CCC(=O)[C@]35C)[C@]1(O)CC[C@@]2(O)[C@@](C)(O)[C@@H]1CC(C)=C(C)C(=O)O1,,,BRD3-BD1，BRD4-BD1,unknown,1,degradation_evidence,mgdb,False,,False,1,pu_primary
MJACTWDJXKRKAV-UHFFFAOYSA-N,NCCSc1nc(NCc2ccc(-n3cccn3)cc2)c2[nH]nc(C3CCC3)c2n1,,,nan,unknown,1,degradation_evidence,mgdb,False,,False,1,pu_primary
PMSPBUOYDPYDPF-FQEVSTJZSA-N,Cc1sc2c(c1C)C(c1ccc(C#CCN)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,,O60885,BRD4,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
PMSPBUOYDPYDPF-FQEVSTJZSA-N,Cc1sc2c(c1C)C(c1ccc(C#CCN)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,,P25440,BRD2,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
ULPTVFKKKIPUCY-OWJIYDKWSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cc6ccccc6cn5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
PWQDDQFHBHYPCI-AJZOCDQUSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5ccc6ncncc6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
ODTYWYBWWFMRFY-XNUZUHMRSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cnc6ccc(F)c(F)c6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
YKYORMGPEHVAHL-XADRRFQNSA-N,Cc1cnc2ccc(CN3CC[C@H](Oc4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)C3)cc2c1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
AZTPPEMGXDIBGB-AJZOCDQUSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5ccc6[nH]c(=O)ccc6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
BUFRLZNQVKOGFO-XEGCMXMBSA-N,COc1nc2ccccc2cc1CN1CC[C@H](Oc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)C1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
FJBKCCGNRQPYJQ-XADRRFQNSA-N,Cc1nc2ccccc2cc1CN1CC[C@H](Oc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)C1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
YXAOLOYZNFHVDI-AIBWNMTMSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cnc6ncccc6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
ALBJZCSESWBPAM-XGLRFROISA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cnc6cccc(F)c6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
ZJXHDAWOQACSES-XADRRFQNSA-N,Cc1ccc2cc(CN3CC[C@H](Oc4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)C3)ccc2n1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
DCRLUYCFRLFTNB-XADRRFQNSA-N,Cc1ccc2ncc(CN3CC[C@H](Oc4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)C3)cc2c1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
HBSJTGYJIHYLKW-XEGCMXMBSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cnc6ccc(F)cc6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
KGUFEFZCOLGLKV-XEGCMXMBSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5ccc6ncc(F)cc6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
HMYQCFCJOJPLSS-HSTJUUNISA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cnc6cccc-6nc5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,mgdb,False,,False,1,pu_primary
MDJZFCQJESLPJU-HSTJUUNISA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cccc6ncncc56)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
NHSPFLGVHFXRJZ-UHFFFAOYSA-N,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCCOc5ccc(CN6CCC(c7ccc8c(c7)CN(C7CCC(=O)NC7=O)C8=O)CC6)cc5)CC4)cn3)nc2n(C2CCCC2)c1=O,,,Helios,unknown,1,degradation_evidence,mgdb,False,,False,1,pu_primary
SHAGTKXZGLDVHL-KDMNOALKSA-N,O=C1CCC(N2CC3C=C(O[C@H]4CCN(Cc5cccc(OC(F)F)c5)C4)C=CC3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,mgdb,False,,False,1,pu_primary
ZDRRJVGXBPCKLZ-QHELBMECSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5ccnc6ccccc56)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
ZVRZXLTUXWBXAH-LROBGIAVSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5ccc(C(F)(F)F)cn5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
NHECZJAUJKLYIZ-ZQRQZVKFSA-N,Cc1ccnc(CN2CC[C@H](Oc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)C2)c1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
HKBONGWZZAGWEV-YMXDCFFPSA-N,COc1cncc(CN2CC[C@H](Oc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)C2)c1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
XLCIGNVJJPOCDS-ZQRQZVKFSA-N,O=C1CCC(N2Cc3cc(O[C@H]4CCN(Cc5cnc6ccccn56)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
TZZSSYQSYUGLOY-CILPGNKCSA-N,O=C1CCC(N2Cc3cc(O[C@@H]4CCN(Cc5cnc6ccccc6c5)C4)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
OTESXAVCNWCHKN-ZQRQZVKFSA-N,Cc1cc(CN2CC[C@H](Oc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)C2)ccn1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
QCUNRUOYSYBQPS-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4[nH]c5ccccc5c4Cl)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
OBTVXTBQKIEXLT-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)COCc4ccccc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
WBOANYVSZFDVRI-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)COc4ccccc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
UCVSMXSTIHSRHC-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(Nc4noc5cc(F)ccc45)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
FEXYMZVXJDLQQJ-UHFFFAOYSA-N,COc1cc(C)cc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
IMPLUVYOIBLKHH-UHFFFAOYSA-N,CN(C)c1cccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
VHHAEABCGQWJAO-UHFFFAOYSA-N,COc1cc(F)cc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
MJGWHXPVJGPQFC-UHFFFAOYSA-N,CCOc1cc(C)cc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
ILTRXRXJZYHWMM-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c(Cl)c1C,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
YMMPCYGNXQZYHJ-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)ccc1F,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
AKAAGCDSGTVKLX-UHFFFAOYSA-N,Cc1cc(F)cc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
IYTAVQPAGOIFRG-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)ccc1Br,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
HTTDJVJUKILLCE-UHFFFAOYSA-N,COCCOc1cccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
UXCORSQZBBAHFX-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
ZBSIKXIGGHKDAG-UHFFFAOYSA-N,N#Cc1ccccc1C(=O)Nc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
AZDKCURRXVZLLM-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4cccc(C5CC5)c4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
RIHQSLHRAJCDKQ-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccccc4C4CC4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
GTJYCYJFUYPYTK-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc(C5CC5)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
KHRCSPMLAGKQAF-UHFFFAOYSA-N,CS(=O)(=O)Nc1cccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
MIRZTJRVVQDHDI-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccccc4OC(F)(F)F)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
BJKALJMWSXHAAV-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4cccc(OC(F)(F)F)c4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
WUNPEMYGATXLDZ-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc(OC(F)(F)F)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
QLJPJHZRGQYUQR-UHFFFAOYSA-N,CC(C)c1ccccc1C(=O)Nc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
USYDRCPUABAMGM-UHFFFAOYSA-N,CC(C)c1cccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
JNTICCAKLDRJOY-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccccc4I)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
DHRWKPLQDUZFCW-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)nc1C,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
ARLJPWJHBOKGSA-UHFFFAOYSA-N,COc1ccccc1C(=O)Nc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
LRMFEZOAMAMQQY-UHFFFAOYSA-N,Cc1cc(C)c(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1C,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
JQWPCNWIRFTTTG-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc(CN5CCOCC5)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
OIJBFSQXAWMJOL-UHFFFAOYSA-N,CN1CCN(Cc2ccc(C(=O)Nc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)cc2)CC1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
HMFFLNBBFIDBPA-UHFFFAOYSA-N,NC1(c2ccc(C(=O)Nc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)cc2)CCC1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
WAIDZZYEHCKGGQ-UHFFFAOYSA-N,CC(N)c1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
NQPBRYLQFXDGDK-UHFFFAOYSA-N,CC(C)(O)c1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
YRBOSWSFBWHYIK-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc(-c5cc[nH]n5)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
SKKYYFZGNQOQFI-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cn1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
VBGWUVUXDSEOEU-UHFFFAOYSA-N,Cc1ccc(NC(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
IQFJYBXTERMEMV-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc(Cl)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
FPKNASGCNXBVFS-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(C(=O)Nc4ccc(F)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
XSHAPCAXPWIMDN-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4cccnc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
XXJDKOPXHSTEEV-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc(F)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
HKQXTORGXDGFIQ-UHFFFAOYSA-N,Cc1cccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
IVMUUHKIZMAKOC-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
LXQCSUAOHRTKPP-HSTJUUNISA-N,O=C1CCC(N2C(=O)c3ccc(O[C@H]4CCN(Cc5cnc6ccccc6c5)C4)cc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
AJUZTJBGJWQZFW-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(Nc4noc5ccccc45)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
CTYXWAIDGBLXFF-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)nc1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
BJDFGBAKSIPSGF-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)Cc4ccccn4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
VQPIOHOYLWDBNO-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccc5[nH]cnc5c4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
PVOUEWNQSMSMGF-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)Cc4ccccc4Br)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
SGNPEGYTXUDJFM-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)Cc4ccc(O)cc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
WPPPYHIBKUHPLB-UHFFFAOYSA-N,Cc1ccc2c(Nc3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)noc2c1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
UCPCJPWMCSITTJ-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
MNOPHTXOYIDKKA-UHFFFAOYSA-N,COc1cccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)c1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
PLMBAGJVTDAZPX-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccccc4C(F)(F)F)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,mgdb,False,nan,False,1,pu_primary
CIVWAWPQWLUMPF-UHFFFAOYSA-N,O=C1CCC(N2Cc3cc(NC(=O)c4ccccc4)ccc3C2=O)C(=O)N1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
XHFMAWKVKSEQSG-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1,,P15170,GSPT1,unknown,1,degradation_evidence,both,False,nan,False,1,pu_primary
PWHZCKUFWZTRSL-FNQVYPPCSA-N,CC1(C)C[C@H](c2ncc3cc(CN4CC[C@H](Oc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)C4)ccc3n2)CCO1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
AZZRVKDGMPPSEI-NCEPMUHYSA-N,CC1(C)C[C@@H](c2ccc3cc(CN4CC[C@H](Oc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)C4)cc(F)c3n2)CCO1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
MLZMEZMHOHRTTN-JCHZNZEOSA-N,COC[C@@H]1CN(Cc2ccc3nc(C4CCN(C(C)=O)CC4)ncc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
NDWDMMGMIRPZHX-VMZLPSRASA-N,CC1(C)C[C@@H](c2ccc3cc(CN4CC[C@H](Oc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)C4)ncc3c2)CCO1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
NDWDMMGMIRPZHX-UTYLNVFUSA-N,CC1(C)C[C@H](c2ccc3cc(CN4CC[C@H](Oc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)C4)ncc3c2)CCO1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
BJMMFLDTBVGHPK-VVEAPULLSA-N,COC[C@@H]1CN(Cc2cc(F)c3nc([C@H]4CCOC(C)(C)C4)ccc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
KUALBFMUGPQKGY-DKXWPYLSSA-N,O=C1CCC(N2Cc3cc(O[C@@H]4CN(Cc5ccc6nc([C@H]7CCOC7)ccc6c5)CC4(F)F)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
PWHZCKUFWZTRSL-XSSWLBODSA-N,CC1(C)C[C@@H](c2ncc3cc(CN4CC[C@H](Oc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)C4)ccc3n2)CCO1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
HVLRUQCLJJLDTO-DEWJTGPOSA-N,N#Cc1ccc2cc(CN3C[C@H](F)[C@H](Oc4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)C3)ccc2n1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
UMAQXSSVGZFAFW-QEMLJHNWSA-N,COC[C@H]1CC[C@@H](c2ccc3cc(CN4CC[C@H](Oc5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)C4)ccc3n2)CC1,,,WEEl,unknown,1,degradation_evidence,mgdb,False,,False,1,pu_primary
RVSMOGBVQMMDGI-YWJOTKCDSA-N,C[C@@H]1CN(Cc2cc(F)c3nc([C@H]4CCOC4)ccc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
KUALBFMUGPQKGY-JBUCIZAMSA-N,O=C1CCC(N2Cc3cc(O[C@@H]4CN(Cc5ccc6nc([C@@H]7CCOC7)ccc6c5)CC4(F)F)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
GXJXMUIRRLPWAR-JCHZNZEOSA-N,COC[C@@H]1CN(Cc2ccc3nc(N4CCN(C(C)=O)CC4)ccc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
PYGNREUCCKZLHN-PLYLYKGUSA-N,O=C1CCC(N2Cc3cc(O[C@@H]4CN(Cc5cc6ccc(C7CCOCC7)cc6cn5)CC4(F)F)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
NWKMGZVLSBGFKA-WIABVSTJSA-N,COC[C@@H]1CN(Cc2ccc3nc([C@@H]4CCOC(C)(C)C4)ccc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
NWKMGZVLSBGFKA-JAZHDRERSA-N,COC[C@@H]1CN(Cc2ccc3nc([C@H]4CCOC(C)(C)C4)ccc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
WRIOIKMRYKSUOQ-FXDYGKIASA-N,O=C1CCC(N2Cc3cc(O[C@@H]4CN(Cc5ccc6nc(C7CCOCC7)ncc6c5)CC4(F)F)ccc3C2=O)C(=O)N1,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
BVKFLBNXIQVXHW-FNPAGISBSA-N,COC[C@@H]1CN(Cc2ccc3nc(N4CCOCC4)ncc3c2)C[C@H]1Oc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,,,WEEl,unknown,1,degradation_evidence,both,False,,False,1,pu_primary
