compound_inchi_key,canonical_isomeric_smiles,canonical_smiles,stereo_status,source_dataset,source_record_id,ligand_source_id,e3_uniprot,e3_gene_symbol,target_uniprot,target_gene_symbol,moa_type,endpoint_tier,endpoint_category,assay_type,mutation_flag,mutation_detail,diagnostic_only,is_family_level,has_pdb_structure,pdb_id,dc50,dmax,mapping_assumption_flag,in_both_datasets
UVSMNLNDYGZFPF-UHFFFAOYSA-N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,undefined,mgdb,MG-343,MG-343,,,Q13422,IKZF1,unknown,3,cellular_phenotype,nan,False,,True,False,False,,,,split_from_multi_target_string,True
OVCPBHUAYOCKFK-GTYDATPSSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(N4CCN(CC5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCN(CC5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6375,MG-6375,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
SZYSYIKHKFWTAU-IPVIFZNSSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6376,MG-6376,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
RPLHVTBVRVOWAG-OMUWIBBISA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)Cc3ccc(CN4CCC(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCC(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6377,MG-6377,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
IIXSHSRPAOSNEU-FHHUFSQRSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)C3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6378,MG-6378,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
KAXDZRYBTFDIRW-PTJHPHGDSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3F)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3F)n[nH]2)C1,defined,mgdb,MG-6368,MG-6368,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
HJKKOLUJQSYJKW-FIBWSSNZSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(N4CCN(CC5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC(F)(F)C4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCN(CC5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC(F)(F)C4)cc3)n[nH]2)C1,defined,mgdb,MG-6369,MG-6369,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
CIZIVTNTSBMJKU-IPVIFZNSSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)CC3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)CC3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6380,MG-6380,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 RBM39 ternary complex formation assay,False,,True,False,False,,,,nan,False
IIXSHSRPAOSNEU-IAQDXTAKSA-N,CC(C)NC(=O)O[C@@H]1CC[C@@H](c2cc(NC(=O)C3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6381,MG-6381,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
ORHBGOCSEMXKAU-KZKSFLRFSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)CC3CCC(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)CC3CCC(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6382,MG-6382,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
MZFGCGNVFJVGGI-VFEGMVRJSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6383,MG-6383,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
FTHGRMQGRDTMHV-FHHUFSQRSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6373,MG-6373,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 RBM39 ternary complex formation assay,False,,True,False,False,,,,nan,False
AXMGDXAZETYEFO-LUGHSEFTSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(N4CCC5(CCN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCC5(CCN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6374,MG-6374,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
WEJVYGLKVDKRGP-FHHUFSQRSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6385,MG-6385,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,CellTiter-Glo Assay,False,,True,False,False,,,,nan,False
WEJVYGLKVDKRGP-MJAHCGDXSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6386,MG-6386,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
YIGFSLQBIDLLFW-IPVIFZNSSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6387,MG-6387,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
DSKZDFZFVAVRNC-HAFNUVOYSA-N,[2H][C@@]1(OC(=O)N2CC[C@@]2([2H])C)CC[C@@](C)(c2cc(NC(=O)c3cccc(-c4cn(CCN5CCC6(CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)nn4)c3)n[nH]2)C1,[H]C1(OC(=O)N2CCC2([H])C)CCC(C)(c2cc(NC(=O)c3cccc(-c4cn(CCN5CCC6(CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)nn4)c3)n[nH]2)C1,defined,mgdb,MG-6389,MG-6389,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
ZDVVLBJJTUHDRJ-ZNRHBGPISA-N,[C-]#[N+][C@@]1(NC)CC[C@@](C#N)(OC(=O)N2CC[C@@](C)(c3cc(NC(=O)c4ccc(-c5cn(CCN6CCC7(CCN(c8ccc9c(c8)C(=O)N(C8CCC(=O)NC8=O)C9=O)CC7)C6)nn5)cc4)n[nH]3)C2)C1,[C-]#[N+]C1(NC)CCC(C#N)(OC(=O)N2CCC(C)(c3cc(NC(=O)c4ccc(-c5cn(CCN6CCC7(CCN(c8ccc9c(c8)C(=O)N(C8CCC(=O)NC8=O)C9=O)CC7)C6)nn5)cc4)n[nH]3)C2)C1,defined,mgdb,MG-6390,MG-6390,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
CIZIVTNTSBMJKU-BTSVVPJUSA-N,CC(C)NC(=O)O[C@H]1CC[C@H](c2cc(NC(=O)CC3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)CC3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6379,MG-6379,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
RSIMCRXCPNWUEG-RYKPYGHVSA-N,C[C@@H]1CCN1C(=O)O[C@@H]1CC[C@@H](c2cc(NC(=O)C3(c4ccc(CN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)CC3)[nH]n2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)C3(c4ccc(CN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)CC3)[nH]n2)C1,defined,mgdb,MG-6370,MG-6370,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
WYRRXJIWPSQSDB-OQQDXPLMSA-N,C[C@H](C(=O)Nc1cc([C@@H]2CC[C@H](OC(=O)N3CC[C@H]3C)C2)n[nH]1)c1ccc(CN2CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc1,CC(C(=O)Nc1cc(C2CCC(OC(=O)N3CCC3C)C2)n[nH]1)c1ccc(CN2CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc1,defined,mgdb,MG-6371,MG-6371,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
WYRRXJIWPSQSDB-HKOIWEFASA-N,C[C@H](C(=O)Nc1cc([C@@H]2CC[C@@H](OC(=O)N3CC[C@@H]3C)C2)n[nH]1)c1ccc(CN2CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc1,CC(C(=O)Nc1cc(C2CCC(OC(=O)N3CCC3C)C2)n[nH]1)c1ccc(CN2CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)cc1,defined,mgdb,MG-6372,MG-6372,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
NBGDOWAFGZXNDA-RLQQPIJRSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)C3(c4ccc(CN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3(c4ccc(CN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)CC3)n[nH]2)C1,defined,mgdb,MG-6362,MG-6362,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,CellTiter-Glo Assay,False,,True,False,False,,,,nan,False
BGIKGACKTRDBCJ-HDQLWFKJSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(N4CCC(CN5CCC(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCC(CN5CCC(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6363,MG-6363,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
JSJKPCRKWKAKKR-KJTLUGHBSA-N,C[C@H]1CCN1C(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)Cc3cccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)c3)[nH]n2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3cccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)c3)[nH]n2)C1,defined,mgdb,MG-6364,MG-6364,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
MZFGCGNVFJVGGI-ZLIWMMEESA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6384,MG-6384,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
UYZCMSYMOZKTKP-ZLIWMMEESA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(N4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6365,MG-6365,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
WWSJIXZYXCVAQH-BWOOIXMFSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5cc6c(cc5F)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5cc6c(cc5F)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6366,MG-6366,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
NBGDOWAFGZXNDA-OHCGPUKPSA-N,CC(C)NC(=O)O[C@@H]1CC[C@@H](c2cc(NC(=O)C3(c4ccc(CN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3(c4ccc(CN5CCN(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)CC3)n[nH]2)C1,defined,mgdb,MG-6367,MG-6367,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
WLLUPJVDIZMNIS-FBJACRBTSA-N,C[C@H]1CCN1C(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)CN3CCC(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)[nH]n2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)CN3CCC(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)[nH]n2)C1,defined,mgdb,MG-6357,MG-6357,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 RBM39 ternary complex formation assay,False,,True,False,False,,,,nan,False
PAIYMJYGYJIYMW-GNTJTKHNSA-N,C[C@@H]1CCN1C(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6358,MG-6358,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
PAIYMJYGYJIYMW-KJTLUGHBSA-N,C[C@H]1CCN1C(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6359,MG-6359,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
QVDZUHZFNZPMFW-VBOLWYJRSA-N,CC(C)NC(=O)O[C@@H]1CC[C@@H](c2cc(NC(=O)c3ccc(OC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(OC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6360,MG-6360,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
QVDZUHZFNZPMFW-HTZUPSILSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(OC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(OC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6361,MG-6361,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
DSUONAWFQVFNKG-FBJACRBTSA-N,C[C@H]1CCN1C(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)CN3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)CN3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6352,MG-6352,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
VCLGWLTWSKYYDP-JRSXUWQBSA-N,CC(C)NC(=O)O[C@@H]1CC[C@@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)nc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)nc3)n[nH]2)C1,defined,mgdb,MG-6353,MG-6353,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
AWENWTQOMSBXSQ-JFPQUTRXSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(N4CCC5(CN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)C4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCC5(CN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)C4)cc3)n[nH]2)C1,defined,mgdb,MG-6354,MG-6354,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
BSYSGIBCLKAGBQ-FLIATKKQSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(N4C[C@H]5CN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C[C@H]5C4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CC5CN(CC6CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)CC5C4)cc3)n[nH]2)C1,defined,mgdb,MG-6355,MG-6355,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
PAIYMJYGYJIYMW-RILMKYMHSA-N,C[C@@H]1CCN1C(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6356,MG-6356,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
JHEAJULLHKUFAY-QOBOROCLSA-N,C[C@H]1CCN1C(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(OC4CCN(C5=CC6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6C=C5)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(OC4CCN(C5=CC6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6C=C5)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6346,MG-6346,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,CellTiter-Glo Assay,False,,True,False,False,,,,nan,False
DPOJWWQZONLZDO-NKHKUJPPSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@@H]7CC[C@@H](OC(=O)N8CCCC89CCC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OC(=O)N8CCCC89CCC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6347,MG-6347,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
OBHHOTQNNTWEOG-BFFVTFPMSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](OC(=O)N8CCCCC89CCC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OC(=O)N8CCCCC89CCC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6348,MG-6348,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
SQKXRQQCGUIJBZ-NKHKUJPPSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@@H]7CC[C@@H](OC(=O)N8CCCCC89CC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OC(=O)N8CCCCC89CC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6349,MG-6349,,,Q66K64,DCAF15,unknown,3,cellular_phenotype,DCAF15 displacement assay,False,,True,False,False,,,,nan,False
