compound_inchi_key,canonical_isomeric_smiles,canonical_smiles,stereo_status,source_dataset,source_record_id,ligand_source_id,e3_uniprot,e3_gene_symbol,target_uniprot,target_gene_symbol,moa_type,endpoint_tier,endpoint_category,assay_type,mutation_flag,mutation_detail,diagnostic_only,is_family_level,has_pdb_structure,pdb_id,dc50,dmax,mapping_assumption_flag,in_both_datasets,source_group,split
DCMZYWJLONGHSB-YYAQCFAISA-N,C[C@@H]1CCN1C(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)c3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6321,MG-6321,,,Q96SW2,CRBN,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
BMKFGKYNBBKGAA-OVUTVDGPSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@@H]7CC[C@@H](OC(=O)N8CCC(F)(F)C8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OC(=O)N8CCC(F)(F)C8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6318,MG-6318,,,Q96SW2,CRBN,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
CPYZNHYHZMGKRH-YNZWGJHSSA-N,C[C@@H]1CCN1C(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(N4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)c3ccc(N4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6316,MG-6316,,,Q96SW2,CRBN,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
BHWMVKAIKNTYEG-LSZZVAKTSA-N,C[C@H]1CCN1C(=O)O[C@@H]1CC[C@@H](c2cc(NC(=O)Cc3ccc(C(=O)N4CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(C(=O)N4CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6278,MG-6278,,,Q96SW2,CRBN,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
UVSMNLNDYGZFPF-UHFFFAOYSA-N,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,undefined,mgdb,MG-343,MG-343,,,Q13422,IKZF1,unknown,1,degradation_evidence,,False,,False,False,False,,,,split_from_multi_target_string,True,doi:10.1186/s13045-024-01592-z,train
GMIIQIQDIYOFKS-IPVIFZNSSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8cccnn8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8cccnn8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6440,MG-6440,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
CJPDUNDZEHRGBF-BWEVJDBESA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccc(Cl)nn8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccc(Cl)nn8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6439,MG-6439,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
LWISLKSTTWFXNN-CAQVDAKESA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccc8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccccc8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6438,MG-6438,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
VUFTXYYTSOLNNA-GCOHBOPDSA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8cccnn8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8cccnn8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6437,MG-6437,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
CKYNNFFNDHMFAY-NNDQCJLMSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccc8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccccc8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6436,MG-6436,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
SCYLTNQEHANUCR-BFFVTFPMSA-N,O=C1CCC(N2C(=O)c3ccc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccc8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccccc8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6435,MG-6435,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
VGEAFQDVQQSCDA-BGYOSNHISA-N,CC(C)c1cccnc1O[C@@H]1CC[C@H](c2cc(NC(=O)CC3=CCC(CN4CCC(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)[nH]n2)C1,CC(C)c1cccnc1OC1CCC(c2cc(NC(=O)CC3=CCC(CN4CCC(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)[nH]n2)C1,defined,mgdb,MG-6434,MG-6434,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
GVXTXIKNHLMFPC-VIHOQOLSSA-N,O=C1CCC(N2C(=O)c3ccc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccc(Cl)nn8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccc(Cl)nn8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6433,MG-6433,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
VGGNOTFZVBGDLH-BFFVTFPMSA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8cccnc8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8cccnc8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6432,MG-6432,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
PAIYMJYGYJIYMW-RILMKYMHSA-N,C[C@@H]1CCN1C(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC1CCN1C(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6356,MG-6356,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
FTHGRMQGRDTMHV-FHHUFSQRSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6373,MG-6373,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
YOMVDOMRHNKVBC-HSKBHFEYSA-N,Cc1nccc(O[C@@H]2CC[C@H](c3cc(NC(=O)Cc4ccc(CN5CCC(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)[nH]n3)C2)n1,Cc1nccc(OC2CCC(c3cc(NC(=O)Cc4ccc(CN5CCC(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)[nH]n3)C2)n1,defined,mgdb,MG-6414,MG-6414,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
DBZAHUMAMUEHRN-DFEJCVEISA-N,O=C1CCC(N2CC3C=C(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccc8Cl)C7)n[nH]6)cc5)CC4)C=CC3C2=O)C(=O)N1,O=C1CCC(N2CC3C=C(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccccc8Cl)C7)n[nH]6)cc5)CC4)C=CC3C2=O)C(=O)N1,defined,mgdb,MG-6420,MG-6420,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
LBFLYHOHMZLKHS-CKGPYNGVSA-N,O=C1CCC(N2C(=O)c3ccc(C4CCN(CC5=CCC(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ncccn8)C7)n[nH]6)C=C5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(C4CCN(CC5=CCC(CC(=O)Nc6cc(C7CCC(Oc8ncccn8)C7)n[nH]6)C=C5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6430,MG-6430,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
SQKXRQQCGUIJBZ-NKHKUJPPSA-N,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc([C@@H]7CC[C@@H](OC(=O)N8CCCCC89CC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(N4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OC(=O)N8CCCCC89CC9)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6349,MG-6349,,,Q96SW2,CRBN,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
BJEIWFYXSPBOSU-WCNGKKODSA-N,O=C1CCC(N2C(=O)c3ccc(C4CCN(Cc5ccc(C(F)(F)C(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccc(F)cn8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(C4CCN(Cc5ccc(C(F)(F)C(=O)Nc6cc(C7CCC(Oc8ccc(F)cn8)C7)n[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6408,MG-6408,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
WTWNLVCHAFESCJ-QHQZROPNSA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(C(F)(F)C(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccc(F)cn8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(C(F)(F)C(=O)Nc6cc(C7CCC(Oc8ccc(F)cn8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6407,MG-6407,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
XUSCHAJZCSBQOR-SRSQPOCJSA-N,O=C1CCC(N2Cc3cc(N4CCC(c5ccc(C(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccn8)C7)[nH]n6)c(F)c5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(N4CCC(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccccn8)C7)[nH]n6)c(F)c5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6406,MG-6406,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
CZAQRDUYOSOTPB-WEANQCAOSA-N,O=C1CCC(N2Cc3cc(N4CCC(c5ccc(C(=O)Nc6cc([C@@H]7CC[C@@H](Oc8ccc(F)cc8)C7)[nH]n6)c(F)c5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(N4CCC(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccc(F)cc8)C7)[nH]n6)c(F)c5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6405,MG-6405,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
LMVOLALSDBRXIU-YKXZUTBHSA-N,O=C1CCC(N2Cc3cc(N4CCC(c5ccc(C(=O)Nc6cc([C@@H]7CC[C@@H](Oc8ccc(C(F)(F)F)cn8)C7)[nH]n6)c(F)c5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(N4CCC(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccc(C(F)(F)F)cn8)C7)[nH]n6)c(F)c5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6404,MG-6404,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
YLBZPRSHZITAPY-QHZIWRTKSA-N,O=C1CCC(N2Cc3cc(C4CCN(c5ccc(C(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccn8)C7)[nH]n6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccccn8)C7)[nH]n6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6403,MG-6403,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
LVWBENWQIPNBFY-WYRFSKNSSA-N,O=C1CCC(N2Cc3cc(C4CCN(c5ccc(C(=O)Nc6cc([C@@H]7CC[C@@H](Oc8ccc(F)cc8)C7)[nH]n6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccc(F)cc8)C7)[nH]n6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6402,MG-6402,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
XZVFQFBRKORRNL-FZSMOPQQSA-N,O=C1CCC(N2Cc3cc(C4CCN(c5ccc(C(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccc(C(F)(F)F)cn8)C7)[nH]n6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccc(C(F)(F)F)cn8)C7)[nH]n6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6401,MG-6401,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
ADRYTCDXTNSOCE-IPVIFZNSSA-N,O=C1CCC(N2C(=O)c3ccc(C4CCN(c5ccc(C(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccccn8)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(C4CCN(c5ccc(C(=O)Nc6cc(C7CCC(Oc8ccccn8)C7)[nH]n6)cc5)CC4)cc3C2=O)C(=O)N1,defined,mgdb,MG-6400,MG-6400,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
ZRMGOPLHMPBAMM-NBEOLRCGSA-N,O=C1CCC(N2CC3=CC(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccncc8)C7)n[nH]6)cc5)CC4)CC=C3C2=O)C(=O)N1,O=C1CCC(N2CC3=CC(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccncc8)C7)n[nH]6)cc5)CC4)CC=C3C2=O)C(=O)N1,defined,mgdb,MG-6431,MG-6431,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
ITBWXEPFKCLZMJ-UUAFCFEUSA-N,O=C1CCC(N2CC3C=C(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@@H]7CC[C@H](Oc8ccccn8)C7)n[nH]6)cc5)CC4)C=CC3C2=O)C(=O)N1,O=C1CCC(N2CC3C=C(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccccn8)C7)n[nH]6)cc5)CC4)C=CC3C2=O)C(=O)N1,defined,mgdb,MG-6429,MG-6429,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
YSYITRDZGZNDRR-AWKZAMRRSA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](OCc8ccccc8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OCc8ccccc8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6428,MG-6428,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
WWFHJSDQPIXZQP-VLFKXGHBSA-N,O=C1CCC(N2CC3=CC(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@H]7CC[C@@H](Oc8ccc(C(F)(F)F)cc8)C7)n[nH]6)cc5)CC4)CC=C3C2=O)C(=O)N1,O=C1CCC(N2CC3=CC(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(Oc8ccc(C(F)(F)F)cc8)C7)n[nH]6)cc5)CC4)CC=C3C2=O)C(=O)N1,defined,mgdb,MG-6427,MG-6427,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
GYUSGVYBVIBERA-BWEVJDBESA-N,CCO[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(CN4CCC(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)[nH]n2)C1,CCOC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCC(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)[nH]n2)C1,defined,mgdb,MG-6426,MG-6426,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
HOXPNKYXHOVCPY-SMJFHJNCSA-N,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc([C@@H]7CC[C@H](OC8CC=C(Cl)C=N8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,O=C1CCC(N2Cc3cc(C4CCN(Cc5ccc(CC(=O)Nc6cc(C7CCC(OC8CC=C(Cl)C=N8)C7)n[nH]6)cc5)CC4)ccc3C2=O)C(=O)N1,defined,mgdb,MG-6425,MG-6425,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
PBFPDJYBLBZSDR-BBMAKATCSA-N,[2H][C@@]1(OC(=O)N2CC[C@@]2([2H])C)CC[C@@]([2H])(c2cc(NC(=O)c3ccc(-c4cn(CCN5CCC6(CC5)CN(c5ccc7c(c5)C(=O)N(C5CCC(=O)NC5=O)C7=O)C6)nn4)cc3)n[nH]2)C1,[H]C1(OC(=O)N2CCC2([H])C)CCC([H])(c2cc(NC(=O)c3ccc(-c4cn(CCN5CCC6(CC5)CN(c5ccc7c(c5)C(=O)N(C5CCC(=O)NC5=O)C7=O)C6)nn4)cc3)n[nH]2)C1,defined,mgdb,MG-6392,MG-6392,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
ZDPRBHFAOMTJAU-UJEVCGRYSA-N,[2H][C@@]1(OC(=O)N2CC[C@@]2([2H])C)CC[C@@]([2H])(c2cc(NC(=O)c3cccc(-c4cn(CCN5CCC6(CC5)CN(c5ccc7c(c5)C(=O)N(C5CCC(=O)NC5=O)C7=O)C6)nn4)c3)n[nH]2)C1,[H]C1(OC(=O)N2CCC2([H])C)CCC([H])(c2cc(NC(=O)c3cccc(-c4cn(CCN5CCC6(CC5)CN(c5ccc7c(c5)C(=O)N(C5CCC(=O)NC5=O)C7=O)C6)nn4)c3)n[nH]2)C1,defined,mgdb,MG-6391,MG-6391,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
ZDVVLBJJTUHDRJ-ZNRHBGPISA-N,[C-]#[N+][C@@]1(NC)CC[C@@](C#N)(OC(=O)N2CC[C@@](C)(c3cc(NC(=O)c4ccc(-c5cn(CCN6CCC7(CCN(c8ccc9c(c8)C(=O)N(C8CCC(=O)NC8=O)C9=O)CC7)C6)nn5)cc4)n[nH]3)C2)C1,[C-]#[N+]C1(NC)CCC(C#N)(OC(=O)N2CCC(C)(c3cc(NC(=O)c4ccc(-c5cn(CCN6CCC7(CCN(c8ccc9c(c8)C(=O)N(C8CCC(=O)NC8=O)C9=O)CC7)C6)nn5)cc4)n[nH]3)C2)C1,defined,mgdb,MG-6390,MG-6390,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
DSKZDFZFVAVRNC-HAFNUVOYSA-N,[2H][C@@]1(OC(=O)N2CC[C@@]2([2H])C)CC[C@@](C)(c2cc(NC(=O)c3cccc(-c4cn(CCN5CCC6(CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)nn4)c3)n[nH]2)C1,[H]C1(OC(=O)N2CCC2([H])C)CCC(C)(c2cc(NC(=O)c3cccc(-c4cn(CCN5CCC6(CCN(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8=O)CC6)C5)nn4)c3)n[nH]2)C1,defined,mgdb,MG-6389,MG-6389,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
YIGFSLQBIDLLFW-IPVIFZNSSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)Cc3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6387,MG-6387,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
WEJVYGLKVDKRGP-MJAHCGDXSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6386,MG-6386,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
WEJVYGLKVDKRGP-FHHUFSQRSA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)c3ccc(CN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)n[nH]2)C1,defined,mgdb,MG-6385,MG-6385,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
MZFGCGNVFJVGGI-ZLIWMMEESA-N,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6384,MG-6384,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
MZFGCGNVFJVGGI-VFEGMVRJSA-N,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,CC(C)NC(=O)OC1CCC(c2cc(NC(=O)C3CCN(C4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)n[nH]2)C1,defined,mgdb,MG-6383,MG-6383,,,,CDK2,unknown,1,degradation_evidence,NanoBRET,False,,False,False,False,,,,,False,patent:754,train
