compound_inchi_key,canonical_isomeric_smiles,canonical_smiles,stereo_status,source_dataset,source_record_id,ligand_source_id,e3_uniprot,e3_gene_symbol,target_uniprot,target_gene_symbol,moa_type,endpoint_tier,endpoint_category,assay_type,mutation_flag,mutation_detail,diagnostic_only,is_family_level,has_pdb_structure,pdb_id,dc50,dmax,mapping_assumption_flag,in_both_datasets,source_group,split
GJYNLCXNADCCQY-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)NC4CN(c5ccccc5)C4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC4CN(c5ccccc5)C4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2737,MG-2737,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
YQCQOEUNADYSQB-UHFFFAOYSA-N,Cc1cc(F)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c(F)c1,Cc1cc(F)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c(F)c1,undefined,mgdb,MG-2736,MG-2736,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
RCXVTRGVNASBGN-UHFFFAOYSA-N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)ccc1Cl,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)ccc1Cl,undefined,mgdb,MG-2735,MG-2735,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
OPYSMUIPYOFEJM-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(C5CCC5)cc4F)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(C5CCC5)cc4F)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2734,MG-2734,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
PECIDALIWOOWCQ-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(Cl)ccc4F)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(Cl)ccc4F)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2733,MG-2733,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
HGDHFXBEYHQAFE-UHFFFAOYSA-N,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1,undefined,mgdb,MG-2732,MG-2732,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
UYCGBHYTUHKVLF-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)NC45CC(C4)C5)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC45CC(C4)C5)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2763,MG-2763,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
VEBCNYUQLJQYQV-IWPPFLRJSA-N,C[C@@H]1CCCN1c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)nc1,CC1CCCN1c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)nc1,defined,mgdb,MG-2762,MG-2762,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
JUWVCPHIEOBBBX-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(F)c(OC(F)F)c4F)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(F)c(OC(F)F)c4F)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2761,MG-2761,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
YCQWWIHXUQFOSS-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)NC45CC(F)(C4)C5)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC45CC(F)(C4)C5)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2760,MG-2760,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
HUPQGYWOOXXMSL-IWPPFLRJSA-N,C[C@@H]1CCCN1c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cn1,CC1CCCN1c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cn1,defined,mgdb,MG-2727,MG-2727,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
HUPQGYWOOXXMSL-OOJLDXBWSA-N,C[C@H]1CCCN1c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cn1,CC1CCCN1c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cn1,defined,mgdb,MG-2726,MG-2726,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
XURBYESKPQDHPG-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(-c5ccccc5)ccn4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(-c5ccccc5)ccn4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2725,MG-2725,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
LRFHTBSDULRIQL-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(OC(F)(F)F)cc4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(OC(F)(F)F)cc4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2724,MG-2724,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
ZGPHECKQKMQLRC-UHFFFAOYSA-N,CC(C)(C)c1cccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,CC(C)(C)c1cccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,undefined,mgdb,MG-2723,MG-2723,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
RTDUSRKZBFAIAB-UHFFFAOYSA-N,CC1(c2ccc(NC(=O)OCc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4)cn2)CC1,CC1(c2ccc(NC(=O)OCc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4)cn2)CC1,undefined,mgdb,MG-2722,MG-2722,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
ANQBDHPWODXVCO-UHFFFAOYSA-N,CCc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)sn1,CCc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)sn1,undefined,mgdb,MG-2721,MG-2721,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
QEHDFAYJDGORHZ-UHFFFAOYSA-N,Cc1c(Cl)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1CC1COCCN1C,Cc1c(Cl)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1CC1COCCN1C,undefined,mgdb,MG-2720,MG-2720,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
SOAAIGPFDSGXCU-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccnc(-c5ccccc5)c4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccnc(-c5ccccc5)c4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2719,MG-2719,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
QAWORMUPJNWXIY-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(OC(F)(F)F)cc4F)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(OC(F)(F)F)cc4F)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2718,MG-2718,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
LKXICVPACXUTFF-UHFFFAOYSA-N,CCc1nscc1NC(=O)OCc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,CCc1nscc1NC(=O)OCc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,undefined,mgdb,MG-2717,MG-2717,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
JSVWDAOFOUHTDV-UHFFFAOYSA-N,Cc1cc(F)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,Cc1cc(F)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,undefined,mgdb,MG-2716,MG-2716,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
YDJWCHHEOQLGRF-UHFFFAOYSA-N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(Cl)c1C#N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(Cl)c1C#N,undefined,mgdb,MG-2747,MG-2747,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
VCEJNBKFGYUOAV-GOSISDBHSA-N,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)cc1Cl,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,defined,mgdb,MG-2746,MG-2746,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
VCEJNBKFGYUOAV-SFHVURJKSA-N,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)cc1Cl,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,defined,mgdb,MG-2745,MG-2745,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
RTBVDNMPGRUITF-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)NC45CC(c6ccccc6F)(C4)C5)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC45CC(c6ccccc6F)(C4)C5)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2744,MG-2744,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
SNAJUVNYGPGSDA-UHFFFAOYSA-N,Cc1cc(F)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,Cc1cc(F)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,undefined,mgdb,MG-2711,MG-2711,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
IWSFCGVHLTWHDV-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cccc(OC5CC5(F)F)c4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cccc(OC5CC5(F)F)c4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2710,MG-2710,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
WJLUXQBBOAHUQF-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(C(F)(F)F)ns4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(C(F)(F)F)ns4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2709,MG-2709,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
MEJSOHYKNDXEOJ-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccccc4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccccc4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2708,MG-2708,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
BIXSNSVUGZVECA-UHFFFAOYSA-N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)ccc1-c1ccccc1,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)ccc1-c1ccccc1,undefined,mgdb,MG-2707,MG-2707,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
VAXLLZCHYORTHY-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(-c5ccccc5)c(F)c4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(-c5ccccc5)c(F)c4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2706,MG-2706,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
SEZHEVBYAJQSTH-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(-c5ccccn5)cc4F)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(-c5ccccn5)cc4F)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2705,MG-2705,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
SNRGCYUJBOYNDE-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(F)c(-c5ccccc5)c(F)c4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(F)c(-c5ccccc5)c(F)c4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2704,MG-2704,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
SOBXXRRNUIFQCE-UHFFFAOYSA-N,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1F,Cc1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1F,undefined,mgdb,MG-2703,MG-2703,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
VHUATQCRNXUCGB-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(F)c(F)c(Cl)c4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(F)c(F)c(Cl)c4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2702,MG-2702,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
ATKZJCRLCYLLEQ-UHFFFAOYSA-N,CC(C)(C)c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)nc1,CC(C)(C)c1ccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)nc1,undefined,mgdb,MG-2701,MG-2701,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
ZBPRDHDLFQBBGY-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)NC4COC(c5ccccc5)OC4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC4COC(c5ccccc5)OC4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2700,MG-2700,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
FMRWBGOWLJYYRE-UHFFFAOYSA-N,Cc1cc(C)nc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,Cc1cc(C)nc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,undefined,mgdb,MG-2731,MG-2731,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
UAFCZYPSWNNIIW-UHFFFAOYSA-N,Cc1cccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,Cc1cccc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,undefined,mgdb,MG-2730,MG-2730,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
IJPCJSYBSBFIPT-PTEGZUARSA-N,O=C1CCC(N2Cc3ccc(COC(=O)N[C@H]4C[C@H](c5ccccc5)C4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC4CC(c5ccccc5)C4)cc3C2=O)C(=O)N1,defined,mgdb,MG-2729,MG-2729,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
IJPCJSYBSBFIPT-PMSBKCLSSA-N,O=C1CCC(N2Cc3ccc(COC(=O)N[C@H]4C[C@@H](c5ccccc5)C4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)NC4CC(c5ccccc5)C4)cc3C2=O)C(=O)N1,defined,mgdb,MG-2728,MG-2728,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Homogenous Time-Resolved Fluorescence (HTRF) assay,False,,False,False,False,,,,,False,"patent:527,528",train
YQHNOGULUFIPID-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(OC(F)(F)F)ccc4Cl)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(OC(F)(F)F)ccc4Cl)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2695,MG-2695,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
FMKBZIGZLRKXIH-UHFFFAOYSA-N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(C)c1F,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(C)c1F,undefined,mgdb,MG-2694,MG-2694,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
IKRCUZQWCMWZHT-UHFFFAOYSA-N,Cc1cc(C)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,Cc1cc(C)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,undefined,mgdb,MG-2693,MG-2693,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
HXUHSJGKEFGEDN-UHFFFAOYSA-N,Cc1cc(C)c(F)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,Cc1cc(C)c(F)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,undefined,mgdb,MG-2692,MG-2692,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
VNHCOEOQWCOOGK-UHFFFAOYSA-N,CC(OC(=O)Nc1cccc(OC(F)(F)F)c1)c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,CC(OC(=O)Nc1cccc(OC(F)(F)F)c1)c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,undefined,mgdb,MG-2691,MG-2691,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
RMLTYJCNHPAVSD-UHFFFAOYSA-N,CC(C)(C)C12CC(NC(=O)OCc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4)(C1)C2,CC(C)(C)C12CC(NC(=O)OCc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4)(C1)C2,undefined,mgdb,MG-2690,MG-2690,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
QAAZQHMGRFXBEY-UHFFFAOYSA-N,Cc1cc(Cl)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,Cc1cc(Cl)c(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,undefined,mgdb,MG-2689,MG-2689,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
LBTDTNCTQRWTGT-UHFFFAOYSA-N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(C(C)(C)C)n1,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(C(C)(C)C)n1,undefined,mgdb,MG-2688,MG-2688,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
ZFHWKRNPVTVJIC-UHFFFAOYSA-N,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(F)c1C,Cc1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(F)c1C,undefined,mgdb,MG-2687,MG-2687,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
VRKBGUGEDMDDDZ-UHFFFAOYSA-N,Cc1c(F)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,Cc1c(F)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc1Cl,undefined,mgdb,MG-2686,MG-2686,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
PCVCHDVNVHXWOF-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(C5(F)CC5)cc4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(C5(F)CC5)cc4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2685,MG-2685,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
LRWKQKKVZYGPCC-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)ccn1,CC(C)(C)c1cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)ccn1,undefined,mgdb,MG-2684,MG-2684,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
HNTGMIGBGVFOBT-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(OC(F)(F)F)ccc4F)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4cc(OC(F)(F)F)ccc4F)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2715,MG-2715,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,True,"patent:527,528",train
JUKZULRZEVDHPX-UHFFFAOYSA-N,Cc1cc(Cl)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,Cc1cc(Cl)cc(NC(=O)OCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)c1,undefined,mgdb,MG-2714,MG-2714,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
FDQZXDNLMPQOTM-UHFFFAOYSA-N,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(-c5ccccc5)cn4)cc3C2=O)C(=O)N1,O=C1CCC(N2Cc3ccc(COC(=O)Nc4ccc(-c5ccccc5)cn4)cc3C2=O)C(=O)N1,undefined,mgdb,MG-2713,MG-2713,,,Q96SW2,CRBN,unknown,1,degradation_evidence,Fluorescent Polarization assay,False,,False,False,False,,,,,False,"patent:527,528",train
